,Название фильма,Дата начала показа фильма,Аннотация,Вид Фильма,Категория,Цвет,"Продолжительность демонстрации, часы","Продолжительность демонстрации, минуты",Формат носителя,Студия-производитель,Страна производства,Год производства,Режиссер,Художник,Сценарист,Оператор,Композитор,Продюсер,Возрастная категория
360925,Рига. Дубль 1,2019-04-26,Судьбы женщин,Прочее,Кино,Цветной,,,HDD,Зигфрид,Латвия - Франция,2017,Зигфрид,Зигфрид,Зигфрид,Зигфрид,Зигфрид,Зигфрид,18+
360935,Выше неба,2019-06-09,Мелодрама,Художественный,Кино,Цветной,1.0,104.0,Другой,"ООО ""Кинокомпания Альянс"" по заказу ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",Россия,2019,О.Карас,У.Рябова,Е.Бирг (псевдоним Екатерина Мавроматис),С.Мачильский R.G.C.,"М.Собянина, А.Федотов, М.Морсков","Р.Дишдишян, ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",18+
360936,Братство,2019-05-10,"Военная драма о том, как выводили советские войска из Афганистана в 1989 году.",Художественный,Кино,Цветной,1.0,114.0,HDD,"ООО ""Мастерская Павла Лунгина""",Россия,2019,П.Лунгин,С.Февралев,"П.Лунгин, А.Лунгин",И.Гринякин,"Д.Селипанов, К.Бодров","П.Лунгин, Е.Панфилов",16+
360937,Миллиард,2019-04-17,"Комедия, боевик",Художественный,Кино,Цветной,1.0,101.0,HDD,"ООО ""Медиа Юниверсал Ивент""",Россия,2019,Р.Прыгунов,"М.Мирзакеев, А.Егорова","А.Золотарев, С.Берестовой",И.Авербах,О.Белов,"В.Маслов, В.Верещагин, Б.Анисимов",12+
360938,Гоген: В поисках утраченного рая,2019-04-16,Жизнь и творчество известного художника,Прочее,Кино,Цветной,1.0,88.0,HDD,"3D Продуциони, Нексо Диджитал",Италия,2019,Клаудио Поли,Андреа Марац Галасси,"Марко Голдин, Маттео Монета","Алессио Виола, Лоренцо Джиромини",Ремо Анцовино,"Франко Ди Сарро, Диди Ньокки",16+
360940,Ограбление по Фрейду,2019-04-18,Кража шедевров искусства.,Анимационный,Кино,Цветной,1.0,93.0,HDD,Рубен Брандт,Венгрия,2018,Милорад Крстич,Милорад Крстич,"Милорад Крстич, Радмила Роцков",,Тибор Цари,"Милорад Крстич, Янош Курди-Фехер, Петер Мишколци, Радмила Роцков, Хермина Роцков ",16+
360941,Животные рядом со Святыми,2019-05-03,Документальный фильм,Документальный,Кино,Цветной,0.0,46.0,BETACAM–кассета,"ООО ""Кинопрограмма ""XXI век""",Россия,2019,Т.Мирошник,,Т.Мирошник,В.Хубутия,Р.Жуперин,"В.Есинов, Е.Калинина",0+
360943,Вита и Вирджиния,2019-05-16,Мелодрама,Художественный,Кино,Цветной,1.0,110.0,HDD,"Мирор Продакшн, Биндер Фильм, Каттинг Эттж, Липсинк Продакшн, Пикадилли Пикчерз, Протагонист Пикчерз, Эс Ка Эн Капитал, Сампсони Медиа, Скрин Айленд","Ирландия, Великобритания",2018,Чания Баттон,Ноам Пайпер,"Айлин Аткинс, Чания Баттон, Вита Секвилл-Уэст",Карлос Де Карвальо,Изобель Уоллер-Бридж,"Джемма Артертон, Эванджело Киуссис, Кэти Холли",18+
360944,Женский бойцовский клуб,2019-04-25,Триллер,Художественный,Кино,Цветной,1.0,90.0,HDD,"Синевиль, Эф Эф Си Продакшн, Парксайд Пикчерз, Тадросс Медиа",США,2017,Мигель А.Феррер,Кэтлин Ленген,"Ана Качмарек, Мигель А.Феррер",Крис Каррильо,Марк Чанц,"Фредерик Демей, Карл Колперт, Соня Мереу, Майкл Тадросс",18+
360945,Даниэль,2019-04-26,Драма о французской школе,Художественный,Кино,Цветной,0.0,57.0,HDD,"Батисфир Продакшнс, Национальный центр кинематографии, Артэ Франс, Просиреп, Ангоа",Франция,2018,Марин Атлан,Луиза ле Бук Бергер,"Марин Атлан, Анна Брулле","Марин Атлан, Бенуа Боторс",Йонас Атлан,Николас Антоме,12+
360946,Шпион по соседству,2019-04-26,Анимация,Анимационный,Кино,Цветной,1.0,80.0,HDD,Копенгаген Бомбей Продакшн 1,Дания,2017,Карла фон Бенгтсон,Джессика Николс,Карла фон Бенгтсон,,"Натан Ларсон, Ланре Одунлами","Фи Орнсо, Метт Вольбьорн. Скотт",12+
360947,Любители,2019-04-26,,Художественный,Кино,Цветной,1.0,102.0,HDD,"Фильм и Васт, Гэраджфильм Интернешнл",Швеция,2018,Габриела Пихлер,Эллен Осенг,"Габриела Пихлер, Йонас Хассен Хемири",Йохан Лундборг,,"Анна-Мария Кантариус, Ханна Палмквист, Томас Эскильссон",12+
360948,Соблазнитель,2019-04-26,Драма,Художественный,Кино,Цветной,1.0,102.0,HDD,"Гуд Компани Филмз, Гагаджфилм Интернэшнл, Филм и Васт, Акт 3, Ред Рентал, ФилмГиар, Виксенс, Сверье Телевижн, Нью Даниш Скрин, Свенска Филминститут ",Дания - Швеция,2017,Милад Алами,Сабине Хвиид,"Милад Алами, Ингеборг Топсе",София Ольссон,Мартин Дирков,"Джонни Андерсен, Стинна Лассен, Ребека Лафренц, Мимми Спенг, Томас Эскильссон",18+
360949,Полуночная помощь,2019-04-26,Конкуренция в медицине.,Художественный,Кино,Цветной,1.0,80.0,HDD,"Келлен Куинн, Люк Лорентцен, Даниэла Алаторре, Элена Фортес",Мексика - США,2019,Люк Лорентцен,,Люк Лорентцен,Люк Лорентцен,,"Даниэла Алаторре, Келлен Куинн, Люк Лорентцен, Элена Фортес",18+
360950,МУЛЬТ в кино. Выпуск №96,2019-04-27,Анимация для детей,Анимационный,Кино,Цветной,0.0,44.0,HDD,"ООО ""Мульт в кино""",Россия,2019,О.Семёнова,,В.Гизатуллин,,"С.Боголюбский, Д.Ставрович",П.Смирнов,0+
360954,Девятая,2019-09-19,Мистический триллер,Художественный,Кино,Цветной,1.0,99.0,Другой,"ООО ""Нон-Стоп Продакшн""",Россия,2018,Н.Хомерики,С.Иванов,"М.Ширшова-Дяченко, С.Дяченко, А.Родионов, М.Куписк, при участии С.Бодрова, С.Снежкина, М.Денисевич, О.Мастича, И.Тилькина и др.",М.Осадчий R.G.C.,И.Вдовин,"С.Мелькумов, А.Роднянский",16+
360962,Магический город,2019-08-22,Фантастика,Художественный,Кино,Цветной,1.0,99.0,Другой,"ООО ""КИНОДАНЦ""",Россия,2018,"А.Богуславский, А.Волгин",В.Огай,"Д.Жигалов, А.Слущев",Э.Мошкович,"Я.Чекина (псевдоним - ""Always loved a film"")","В.Денисюк, Е.Мелентьев",12+
360963,На Париж,2019-05-02,"Военный фильм, комедия",Художественный,Кино,Цветной,1.0,95.0,HDD,"ООО ""БЛИЦ ФИЛЬМ""",Россия,2018,С.Саркисов,А.Поликарпов,"С.Говорухин, С.Ашкенази, С.Саркисов",В.Климов,А.Васильев,"С.Саркисов, А.Жижневский, Р.Юсипов, В.Колесник",18+
360964,Время монстров,2019-05-01,Фильм ужасов,Художественный,Кино,Цветной,1.0,72.0,HDD,"Брайн Студиос, Детентион Филмз",США,2018,Джордан Дауни,Эндрю Бравин,"Джордан Дауни, Кевин Стюарт",Кевин Стюарт,Ник Сул,"Джордан Дауни, Кевин Стюарт, Рики Фосхайм",18+
360971,Простой карандаш,2019-05-20,Драма,Художественный,Кино,Цветной,1.0,92.0,Другой,"ООО ""Киностудия Соль""",Россия,2019,Н.Назарова,А.Краевская,Н.Назарова,А.Найденов,,Д.Ковалевский,16+
360973,Игры разумов,2019-04-25,Драма из жизни Англии середины 19 века.,Художественный,Кино,Цветной,2.0,124.0,HDD,"Фастен Филмс, Твенти Ту аш Твенти Ту, Кавеар Антвер НВ, Дефитионс Филмс, Айкон Интертейнмент Интернэшнл, Зиг Заг Филмворкс",Ирландия,2018,Фарад Сафиниа,Неназома МакНэми,"Джон Бурмен, Тодд Комарники, Фарад Сафиниа, Саймон Уинчистер",Каспер Андерсен,Беар Маккрири,"Николя Картье. Брюс Дэвей, Мэл Гибсон, Гастон Павлович",16+
360977,Гроза,2019-06-07,"По мотивам пьесы А.Н.Островского ""Гроза""",Художественный,Кино,Цветной,1.0,87.0,HDD,"ООО ""СТУДИЯ ЛУКФИЛЬМ""",Россия,2019,Г.Константинопольский,П.Соколова,Г.Константинопольский,А.Симченко,И.Макаревич,"Е.Никишов, В.Федорович, А.Плотников",16+
360978,Синонимы,2019-04-25,Драма,Художественный,Кино,Цветной,2.0,123.0,HDD,"Арт Франс Синема, Эс Бэ Эс Фильм, Пи Фильм, Лёдо Синема дю Монд, Национальный центр кинематографии, Институт Франсе, Эф Эф А",Франция - Израиль - Германия,2019,Надав Лапид,Хадиджа Зеггай,"Надав Лапид, Хаим Лапид",Шай Голдман,,"Марен Аде, Саид Бен Саид, Мишель Меркт",18+
360980,Спасибо деду за Победу,2019-04-24,"Комедия о взрослении мальчика, о чести и любви",Художественный,Кино,Цветной,1.0,83.0,HDD,"ООО ""Медиа Юниверсал Ивент""",Россия,2019,Т.Тания,А.Стрельникова,Т.Тания,А.Стрелов,"М.Морсков, А.Федотов, М.Магомедов","Т.Тания, С.Давдиев, В.Бебия ",6+
360981,Бладфест,2019-04-25,Фильм ужасов,Художественный,Кино,Цветной,1.0,92.0,HDD,Рустер Тис Продакшнс,США,2018,Оуэн Эгертон,Маркус ЛаПорте,Оуэн Эгертон,Дэвид Блу Гарсиа,,"Сет Каплан, Уилл Хайд, Эзра Венетос",18+
360982,МУЛЬТ в кино. Выпуск № 97,2019-05-09,Мультсборник,Анимационный,Кино,Цветной,,,DPX,"ООО ""Мульт в кино"" ",Россия,2019,О.Семёнова,,В.Гизатуллин,,"С.Боголюбский, Д.Ставрович",П.Смирнов,0+
360989,Валентина,2019-05-03,Документальный фильм,Документальный,Кино,Цветной,1.0,79.0,BETACAM–кассета,"ООО Кинокомпания ""Мастерская""",Россия,2019,Д.Былинушкина,,Т.Саломадина,Е.Романов,,"С.Медведева, Ю.Медведева, М.Стрелкова, В.Черкашин",12+
360990,По воле божьей,2019-04-29,Драма,Художественный,Кино,Цветной,2.0,137.0,HDD,"Мандарин Фильм, Эф О Зед, Марс Фильм, Франс 2 Синема, Скоуп Пикчерз, Плэйтайм, Франс Телевизьон, Национальный центр кинематографии, Иль де Франс, Ля Банк Посталь Имаж 12, Индефильм 7, Кофинова 15, А Плюс Имаж 8, Палатен Этуаль 16, Софика Манон 8-9",Франция - Бельгия,2018,Франсуа Озон,Эммануэль Дюпле,Франсуа Озон,Мануэль Дакоссе,"Евгений Гальперин, Саша Гальперин","Николас Альтмайер, Эрик Альтмайер, Давид Рагониг",18+
360991,В метре друг от друга,2019-05-01,Драма,Художественный,Кино,Цветной,1.0,116.0,HDD,"СиБиЭс Филмз, Уэйфэрер Интертейнмент",США,2019,Джастин Бальдони,Тони Фаннинг,"Микки Доутри, Тобиас Иаконис",Фрэнк Дж. ДеМарко,"Бретон Вивиан, Брайан Тайлер","Джастин Бальдони, Кэти Шульман",16+
360992,Отпетые мошенницы,2019-05-10,Аферистки работают! ,Художественный,Кино,Цветной,1.0,94.0,HDD,"Кейв 76, Метро Голдвин Майер, Кемп Шугар",США,2019,Крис Эддисон,Эшли Ламонт,Стэнли Шапиро,Тоби Оливер,Энн Дадли,"Роджер Бирнбаум, Ребел Уилсон",16+
360995,"Киноальманах Медиалаб Эксперимент #2: ""Бывшая"", ""Запаска"", ""Префект"", ""Алиса"", ""Ухо""",2019-05-05,"Комедия, драма, фантастика",Художественный,Кино,Цветной,1.0,64.0,HDD,"ООО ""ХАЙПФИЛМ"", ООО ""СИНЕЛАБ ПРОДАКШН"", ООО ""Ответственное потребление"",        ООО ""КОД"", ООО ""Студия МЕТРАФИЛЬМС""",Россия,2019,"А.Никифоров, В.Шепелев, О.Коронный, В.Кузмина, П.Скворцов","А.Краевская, Д.Онищенко, Я.Тюлькина","А.Никифоров, Е.Пекач, В.Шепелев, О.Коронный, В.Кузмина и др.","Н.Городниченко, А.Куприянов, Е.Козлов, П.Белявский, А.Николаев","В.Шепелев, Г.Герасичев, Д.Власик","И.Стюарт, М.Османов, А.Каминская, Д.Глинский, А.Марягин, С.Яхонтов, М.Ларинина, А.Васильев",16+
360997,"Щенячий патруль и Нелла, отважная принцесса",2019-05-02,Второй выпуск приключений щенков.,Анимационный,Кино,Цветной,0.0,44.0,HDD,"Никелодеон Анимейшн Студиос, Спин Мастер Студиос, Браун Баг Фильм",Канада - США,2018,"Чарльз Е.Бастьен, Джили Долев","Грег Гиббонс, Гедре Кавецкайте","Хью Даффи, Эль Шварц","Нев Бесэр, Никки Фелан",Мэтт Махаффи,"Дженнифер Додж, Дэвид Таунсенд, Мэттью Уэкслер, Кит Чэпман",0+
361000,Горничная,2019-04-29,Драма,Художественный,Кино,Цветной,1.0,102.0,HDD,"Бамбу Аудиовижуал, Ла Панда",Мексика,2018,Лила Авильес,Вика Флейтас,"Лила Авильес, Хуан Карлос Маркес",Карлос Россини,,"Татьяна Грауллера, Лила Авильес",18+
361001,Необычайное лето с Тесс,2019-04-26,Приключения,Художественный,Кино,Цветной,1.0,84.0,HDD,"Бэ И Эн Дэ, Остлихт Фильмпродукцион, Вризинниг Протестантсе Радио Омреп",Нидерланды,2019,Стивен Вутерлуд,Флорисан Легтерс,"Лаура ван Дайк, Анна Вольц",Сал Кроненберг,Франциска Хенке,"Йорам Виллинг, Марсель Ленц, Пит-Харм Стерк, Гвидо Шваб",12+
361002,Принцесса Эмми,2019-05-02,Приключения,Анимационный,Кино,Цветной,1.0,75.0,HDD,"Анимейшн Фабрик, Ред Кит Анимейшнс, Студио",Германия - Бельгия - Великобритания,2019,Пит де Риккер,Микаэль Хюльс,Серджио Каши,,Амори Бернье,"Кен Андерсон, Торстен Вегенер",6+
361014,Курск,2019-06-27,Драма,Художественный,Кино,Цветной,1.0,117.0,HDD,"Бельга Продюксьон, Виа Ест",Бельгия - Люксембург,2018,Томас Винтерберг,Тьерри Фламан,"Роберт Мооре, Роберт Родат",Энтони Дод Мэнтл,Александр Деспла,"Люк Бессон, Ариэль Зейтун, Лиза Эллзи",16+
361015,Прощание,2019-05-01,"История о смерти отношений, о нежелании понять близкого человека",Художественный,Кино,Цветной,,,DPX,ИП Киселев Алексей Евгеньевич,Россия,2019,М.Фомина,Ю.Чванкина,М.Фомина,П.Набока,С.Розанов,А.Киселев,16+
361025,Проклятые,2019-05-09,Фильм ужасов,Художественный,Кино,Цветной,1.0,90.0,HDD,Мидленд Интертейнмент,США,2019,Люк Джейден,Майкл Моран,"Люк Джейден, Дайан Мичелл",Николас Вайснет,Джон Натчес,"Эли Бардха, Фред Бергер",18+
361026,Велотачки,2019-05-02,Небольшой городок,Анимационный,Кино,Цветной,1.0,83.0,HDD,Анимэйшн Байкс,Испания,2018,Мануэль Х.Гарсиа,,"Джон Майкл Бон, Майкл Маурер",,Диего Монтесинос,Ксимо Перес,6+
361027,ВЕСУРИ,2019-05-07,Военная драма,Художественный,Кино,Цветной,1.0,88.0,HDD,"ООО ""Компания ""АТК-СТУДИО""",Россия,2019,"А.Якимчук, В.Лагунов",В.Сащиков,В.Лагунов,Г.Егоров,К.Чистяков,А.Тютрюмов,12+
361028,Француз,2019-06-16,Драма,Художественный,Кино,Черно--белый,2.0,128.0,HDD,"ООО ""Мармот-фильм"", АНО ""КАДР""",Россия,2019,А.Смирнов,В.Гудилин,А.Смирнов,Ю.Шайгарданов,,"А.Смирнов, Е.Смирнова",16+
361029,Донбасс. Окраина,2019-06-12,Драма,Художественный,Кино,Цветной,1.0,97.0,Другой,"АНО ""Интерфест"", ООО ""Пропеллер Продакшн""",Россия,2018,Р.Давлетьяров,Р.Касаткин,А.Тимошкин,К.Клепалов,Р.Дормидошин,"Р.Давлетьяров, Г.Поземельный",12+
361030,Троица,2019-07-07,Драма,Художественный,Кино,Цветной,1.0,84.0,HDD,"ООО ""Кинокомпания Белый Зонт""",Россия,2019,Ян Гэ,М.Аблаева,"Г.Шушчевичюте, Е.Кононенко, О.Леснова, Ю.Цвитко, З.Хунгуреев, Ян Гэ",М.Андросова,,"Е.Кононенко, О.Леснова, А.Лушин, Р.Адамян, Ю.Цвитко",18+
361039,Играй или умри,2019-05-10,Экранизация,Художественный,Кино,Цветной,1.0,90.0,HDD,"Боберст Продюксьон, Нексус Фэктори, Програм Стор, Юниимедиа, ЮФонд",Бельгия,2019,Жак Клюгер,Алина Сантос,"Амиель Бартана, Жак Клюгер",Дэнни Эльзен,"Сильвен Голдберг, Эмильен Левитр","Себастьен Ошер, Серж де Пук ",18+
361040,Маугли дикой планеты,2019-05-10,Приключения,Анимационный,Кино,Цветной,1.0,90.0,HDD,"Тат Продюксьон, Бак Фильм, Франс 3 Синема, Логикал Пикчерз, Мастер Фильм, Франс Телевизион, О Ка Эс, Сине +, Национальный центр кинематографии ",Франция,2019,Эрик Тости,,"Давид Ало, Эрик Тости, Жан-Франсуа Тости",,Оливье Кюссак,Жан-Франсуа Тости,6+
361042,Капитан семи морей,2019-05-16,Приключения,Анимационный,Кино,Цветной,1.0,77.0,HDD,"Калигари Филм, Глобал Скрин, Юнивёрсум Филм, Пэйпер Дрим",Германия,2018,Хьюберт Вейланд,Ян Штольц,"Габриэла Вальтер, Марк Слэйтер",,Стефан Мария Шнайдер,"Софи-Мари Верден, Маркус Хаманн",6+
361045,Танцуй сердцем,2019-05-16,Мюзикл,Художественный,Кино,Цветной,1.0,109.0,HDD,"Эмпрейнте Синема, Патэ, Вертиго, Эм: Фильм, Нэксус Фэктори, Юнимедиа, ЮФонд, Юниверсал Мьюзик Франс, ЭсЭн 7 Продюксьон, А Плюс Имаж 8, Кофинова 15, Индефильм 7, Банк Посталь Имаж 11-12","Франция, Бельгия",2019,Ладислас Шолла,Эммануэлль Рой,"Йорис Морио, Ладислас Шолла",Филип Лозаньо,Ромен Труийе,"Паскаль Бретон, Генри Дебюрме, Рафаэль Роше, Лионель Узан",12+
361046,Плейбой под прикрытием,2019-05-23,Комедия.,Художественный,Кино,Цветной,1.0,91.0,HDD,"Аксель Фильм, Баф Продюксьон, Эм6 Фильм, Сони Пикчерз Интертейнмент, Канал +, Сине +",Франция,2018,Филипп Лашо,Сэмюэл Тессер,"Жюльен Аррути, Пьер Дудан, Цукаса Ходзё, Филипп Лашо",Винсент Ричард,"Максим Депре, Мишель Торджман","Кристоф Сервони, Марк Фисцман ",18+
361047,Дитя тьмы,2019-05-23,Фильм ужасов,Художественный,Кино,Цветной,1.0,88.0,HDD,Брокен Миррор Фильм,Канада,2017,Джереми Люттер,"Мо Куртен, Кендра Терпеннинг, Том Дэвисон",Бен Ролло,"Грэхэм Талбот, Нельсон Талбот",Дэвид Парфит,"Джере��и Люттер, Жослин Расселл, Робин Чан",18+
361048,Новая жизнь Аманды,2019-05-12,Мелодрама,Художественный,Кино,Цветной,1.0,107.0,HDD,"Норд Уэст Фильм, Арт Франс Синема, Пирамид Фильм, ЭмКа2 Фильм, Канал +, Сине +, Банк Посталь Имаж 11, Софика Манон 8, Национальный центр кинематографии, Индефильм 6",Франция,2018,Микаэль Херс,Шарлотта де Кадевий,"Мод Амлин, Микаэль Херс",Себастьен Бухманн,Антон Санко,"Пьер Гиар, Филипп Боэффард, Реми Бура",16+
361050,Королева сердец,2019-05-14,Триллер,Художественный,Кино,Цветной,2.0,127.0,HDD,"Нордиск Фильм, Дет Данске Фильм Институт, Данмарк Радио, ТВ-фонд, Эс Вэ Тэ, Сведиш Фильм Институт",Дания - Швеция,2019,Мэй аль-Тукхи,Миа Стенсгаард,"Мэй аль-Тукхи, Марен Луизе Кеэне",Яспер Спаннинг,Йон Экстранд,"Каролина Бланко, Рене Эзра",18+
361051,Золотая перчатка,2019-05-21,Триллер,Художественный,Кино,Цветной,1.0,115.0,HDD,"Бомберо Интернэшнл, М\этч Фэктори, Уорнер Бразерс Филм Продуцион Германи, Патэ","Германия, Франция",2019,Фатих Акин,Тамо Кунц,"Фатих Акин, Хайнц Штрунк",Райнер Клаусманн,Катрин Ашендорф,"Фатих Акин, Нархан Шекерджи",18+
361052,Аладдин,2019-05-22,Приключения,Художественный,Кино,Цветной,2.0,127.0,HDD,"Уолт Дисней Пикчерз, Лин Пикчерз, Райдбэк, Марк Платт Продакшнз",США,2019,Гай Ричи,Джемма Джексон,"Джон Огаст, Гай Ричи",Алан Стюарт,Алан Минкин,"Дэн Лин, Джонатан Эйрих",6+
361053,"Гори, гори ясно",2019-05-23,Фильм ужасов,Художественный,Кино,Цветной,1.0,90.0,HDD,Эйч Коллектив,США,2019,Дэвид Яровецки,Патрик М.Салливан младший,"Брайан Ганн, Марк Данн",Майкл Даллаторре,Тим Уильямс,"Джеймс Ганн, Кеннет Хуанг",18+
361054,Покемон. Детектив Пикачу,2019-05-16,Фильм создан на основе известной видеоигры,Художественный,Кино,Цветной,1.0,104.0,HDD,"Леджендари Пикчерз, Покемон Компани, Тохо Компани, Уорнер Бразерс","США, Япония",2019,Роб Леттерман,Найджел Фелпс,"Дэн Эрнандес, Бенджи Самит, Роб Леттерман, Дерек Коннолли",Джон Мэтисон,Генри Джекман,"Мэри Пэрент, Кейл Бойтер, Хиденага Катаками, Дон Макгоуэн",12+
361063,Потерянный,2019-06-09,Игровой музыкальный фильм,Художественный,Кино,Цветной,1.0,92.0,Другой,"ООО ""Современная Опера""",Россия,2018,А.Рыбников,"А.Усанов, Д.Токарев",А.Рыбников,"А.Мелкумов мл., А.Мартынов",А.Рыбников,А.Рыбников,16+
361071,Джон Уик 3,2019-05-16,Боевик,Художественный,Кино,Цветной,2.0,130.0,HDD,87 Эллевн Лансгейт Фандер Роуд Пикчерз,США,2019,Чад Стахелски,Кевин Кэвэно,"Дерек Колстад, Шей Хаттен, Крис Коллинз",Дан Лаустсен,"Тайлер Бейтс, Джоэл Дж. Ричард","Бэзил Иваник, Эрика Ли, Джоби Харольд",18+
361074,Антон Чехов и Исаак Левитан: двойной портрет в интерьере эпохи,2019-06-01,Документальный фильм,Документальный,Кино,Цветной,0.0,54.0,BETACAM–кассета,"ООО ""КИНОСТУДИЯ ""РОЗА""",Россия,2019,Г.Евтушенко,,"В.Листов, Г.Евтушенко",В.Доброницкий,,Г.Евтушенко,0+
361075,НЕИЗВЕСТНЫЙ 1917-й,2019-06-01,Документальный фильм,Документальный,Кино,Цветной,1.0,65.0,BETACAM–кассета,"ООО ""КИНОСТУДИЯ ""РОЗА""",Россия,2019,Г.Евтушенко,,"В.Листов, Г.Евтушенко",В.Доброницкий,,Г.Евтушенко,12+
361077,МУЛЬТ в кино. Выпуск № 98,2019-05-25,Мультсборник,Анимационный,Кино,Цветной,,,DPX,"ООО ""Мульт в кино"" ",Россия,2019,П.Смирнов,,П.Смирнов,,"С.Боголюбский, Д.Ставрович",П.Смирнов,0+
361078,Малыш Кид,2019-05-16,Вестерн,Художественный,Кино,Цветной,1.0,100.0,HDD,"Мимран Шур Пикчерз, Шуртон Пикчерз",США,2019,Винсент Д'Онофрио,Сара К.Уайт,Эндрю Лэнхем,Мэттью Дж.Ллойд,"Лэтэм Гейнс, Шелби Гейнс","Сэм Мэйдью, Дэвид Мимран, Джордан Шур",18+
361079,Земля гангстеров,2019-05-16,Драма,Художественный,Кино,Цветной,1.0,88.0,HDD,"Статус Медиа энд Интертейнмент, Бондит Медиа Кэпитал",США,2017,Тимоти Вудворд младший,Кристиан Рамирез,Йен Патрик Уильямс,Пабло Диас,Сэмюэл Джозеф Смит,Джеймс Каллен Брэссак,16+
361081,Золотая молодежь,2019-05-16,Комедия,Художественный,Кино,Цветной,1.0,118.0,HDD,"Макассар Продюксьон, Дилижанс Фильм, Скоп Пикчерз, Канал +, Сине+, Национальный центр кинематографии",Франция - Бельгия,2019,Ева Ионеско,Катя Вышоп,"Ева Ионеско, Симон Либерати",Аньес Годар,,"Мелита Тоскан дю Плантье, Мари-Жанна Паскаль",18+
361086,Люби их всех,2019-05-15,"Драма. О молодой аферистке - проститутке, которая разводит мужчин на деньги. Для каждого мужчины свой план и свое имя - Вера, Надежда, Люба...",Художественный,Кино,Цветной,1.0,102.0,DPX,"ООО ""Компания Парк Синема""",Россия,2019,М.Агранович,Ю.Чарандаева,М.Агранович,Д.Карначик,"В.Маевский, А.Туркунов","Д.Добужинский, С.Сельянов",18+
361087,"Красивый, плохой, злой",2019-05-23,"Криминальная драма, ужасы",Художественный,Кино,Цветной,1.0,108.0,Другой,"Волтадж Пикчерз, КОТА Филмз",США,2019,Джо Берлингер,Брэндон Тоннер-Конноли,"Майкл Верви, Элизабет Кэндалл",Брэндон Трост,"Марко Белтрами, Дэннис Смит","Джо Берлингер, Николя Картье, Майкл Костиган",18+
361089,Смертельная тропа,2019-05-21,Триллер,Художественный,Кино,Цветной,1.0,84.0,Другой,"Протостар Пикчерс, Соапбокс Филмз",США,2019,Роксана Бенжамин,"Кортни Анджуар, Хиллари Анджуар",Роксана Бенжамин,Ханна Гетз,Зе Гифтед,"Кристофер Алендер, Роксанна Бенжамин",18+
361114,Дарак Ыры (Песнь древа),2018-04-19,Фильм-притча о подвигах простого юноши Эсена.,Художественный,Кино,Цветной,1.0,92.0,HDD,"ООО ""Central Asia Film"", ООО ""Синетрейн""",Киргизия-Россия,2018,Айбек Дайырбеков,Максат Болотбеков,"Айбек Дайырбеков, Садык Шер-Нияз",Акжол Бекболотов,Жолдошбек Апасов,"Толкун Дайырбекова, Татьяна Петрик, Андрей Епифанов",6+
361115,Сулейман Гора,2018-09-27,"Драматическая история интернатского мальчика Улука и его ""родителе"", находящихся в постоянных переездах по стране на допотопном грузовике в поисках заработка и лучшей жизни.",Художественный,Кино,Цветной,1.0,103.0,HDD,"ООО ""Вёрчуал Кик Студио""",Россия,2017,Е.Стишова,С.Дубина,А.Хмельницкая,Т.В.Пандуру,,"Е.Яцура, А.Девяткин, В.Кузнецов",16+
361116,Весёлая ферма,2019-05-23,Приключения,Анимационный,Кино,Цветной,,,HDD,Квистен Анимейшн,Норвегия,2018,Лизе И.Осволл,Вил Ашурст,Анне Эльведаль,АрнтЭгиль Андреассен,Гауте Сторас,"Ингвильд Эвьемо, Пер Арнштейн Аамот, Ове Хайборг",6+
361119,"Фееринки. Серия ""Волшебный сундук""",2019-05-25,Сказка,Анимационный,Кино,Цветной,0.0,12.0,HDD,"Агама Фильм, Ларанио Энтерпразис Лтд",Россия - Республика Кипр,2018,Наталья Березовая,Александр Храмцов,Мария Терещенко,,Сергей Чекрыжов,"Марина Бурлаченко, Дмитрий Ловейко",0+
361120,"Маша и Медведь. Серия ""Вся жизнь - театр""",2019-05-31,Игра,Анимационный,Кино,Цветной,0.0,9.0,HDD,Анимаккорд Лтд,Республика Кипр,2018,Андрей Беляев,Илья Трусов,Николай Кузовков,,Василий Богатырев,"Олег Кузовков, Дмитрий Ловейко, Марина Ратина",
361121,Новогодняя песня,2019-05-25,Песня,Анимационный,Кино,Цветной,0.0,3.0,HDD,Анимаккорд Лтд,Республика Кипр,2018,Илья Трусов,Илья Трусов,Илья Трусов,,"Василий Богатырев, Сергей Чекрыжов","Олег Кузовков, Дмитрий Ловейко, Марина Ратина",0+
361128,Агент 044: Операция Гегард,2019-05-30,Комедия,Художественный,Кино,Цветной,1.0,101.0,HDD,Ривиста,Республика Армения,2018,Айк Кбеян,Айк Айвазян,Нарек Авагян,Артур Устян,Ваге Григорян,Тигран Амбарцумян,12+
361129,Игрища престолов,2019-05-23,Пародия,Художественный,Кино,Цветной,1.0,85.0,HDD,"Конгломерат Медиа, Пурже оф Тронес, Свен Груп",США,2019,Ара Пайая,Джей Вебер,"Дж.Дж.Макдауэлл, Дамиан Ромэй",Дункан Телфорд,Джереми Руболино,Армандо Гутьеррез,18+
