Единица данных: идентификатор,Единица данных: количество,Показатель,Описание,Геообъект: идентификатор,Геообъект: название,Геообъект: код,"Долгота точки (град., дес.доли град)","Широта точки (град., дес.доли град)",Параметр: код,Параметр: значение,Параметр: значение (max),Параметр: значение (min),Единица измерения,Год
411,20,100.0,Каспийск,3505,Каспийское море,0,47.814200,42.859400,СПАВ,0.0030,0.0050,0.0010,мкг/л,2009
412,30,1.0,Каспийск,3505,Каспийское море,0,47.814200,42.859400,Фенолы,0.0034,0.0060,0.0010,мкг/л,2009
413,40,0.05,Каспийск,3505,Каспийское море,0,47.814200,42.859400,TPHs,0.0475,0.0700,0.0200,мг/л,2010
414,40,100.0,Каспийск,3505,Каспийское море,0,47.814200,42.859400,СПАВ,0.0037,0.0060,0.0020,мкг/л,2010
415,40,1.0,Каспийск,3505,Каспийское море,0,47.814200,42.859400,Фенолы,0.0032,0.0060,0.0010,мкг/л,2010
416,34,0.05,Каспийск,3505,Каспийское море,0,47.814200,42.859400,TPHs,0.0397,0.0800,0.0100,мг/л,2011
417,22,100.0,Каспийск,3505,Каспийское море,0,47.814200,42.859400,СПАВ,0.0035,0.0060,0.0000,мкг/л,2011
418,34,1.0,Каспийск,3505,Каспийское море,0,47.814200,42.859400,Фенолы,0.0024,0.0050,0.0000,мкг/л,2011
419,38,0.05,Каспийск,3505,Каспийское море,0,47.814200,42.859400,TPHs,0.0829,0.2400,0.0400,мг/л,2012
420,38,100.0,Каспийск,3505,Каспийское море,0,47.814200,42.859400,СПАВ,0.0152,0.0800,0.0020,мкг/л,2012
421,13,1.0,Каспийск,3505,Каспийское море,0,47.814200,42.859400,Фенолы,0.0030,0.0050,0.0020,мкг/л,2012
422,41,0.05,Каспийск,3505,Каспийское море,0,47.814200,42.859400,TPHs,0.0684,0.2300,0.0010,мг/л,2013
423,41,100.0,Каспийск,3505,Каспийское море,0,47.814200,42.859400,СПАВ,0.0332,0.1000,0.0089,мкг/л,2013
469,24,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0363,0.1000,0.0000,мг/л,1995
470,24,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0036,0.0090,0.0010,мкг/л,1995
471,6,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0367,0.0500,0.0300,мг/л,1996
472,6,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0047,0.0070,0.0030,мкг/л,1996
473,11,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0436,0.0700,0.0000,мг/л,1997
474,11,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0044,0.0050,0.0030,мкг/л,1997
475,30,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0453,0.1100,0.0000,мг/л,1998
476,30,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0044,0.0090,0.0010,мкг/л,1998
477,36,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0461,0.1000,0.0000,мг/л,1999
478,36,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0038,0.0070,0.0000,мкг/л,1999
479,36,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0382,0.2300,0.0000,мг/л,2000
480,36,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0028,0.0050,0.0020,мкг/л,2000
481,39,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0626,0.2700,0.0000,мг/л,2001
482,39,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0033,0.0060,0.0010,мкг/л,2001
483,12,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0975,0.2600,0.0300,мг/л,2002
484,12,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0036,0.0070,0.0020,мкг/л,2002
485,33,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0518,0.1600,0.0000,мг/л,2003
486,33,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0036,0.0060,0.0020,мкг/л,2003
487,30,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0337,0.0600,0.0000,мг/л,2004
488,30,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0024,0.0040,0.0010,мкг/л,2004
489,24,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0421,0.0700,0.0200,мг/л,2005
490,23,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0024,0.0040,0.0010,мкг/л,2005
491,18,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0417,0.0600,0.0200,мг/л,2006
492,18,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0025,0.0040,0.0010,мкг/л,2006
493,24,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0433,0.0600,0.0200,мг/л,2007
494,24,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0027,0.0040,0.0010,мкг/л,2007
495,24,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0508,0.0800,0.0300,мг/л,2008
496,24,100.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,СПАВ,0.0031,0.0050,0.0010,мкг/л,2008
497,18,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0500,0.0800,0.0200,мг/л,2009
498,12,100.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,СПАВ,0.0033,0.0050,0.0020,мкг/л,2009
499,18,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0026,0.0040,0.0010,мкг/л,2009
500,30,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0443,0.0600,0.0200,мг/л,2010
501,30,100.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,СПАВ,0.0033,0.0050,0.0010,мкг/л,2010
502,30,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0029,0.0050,0.0010,мкг/л,2010
503,12,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0383,0.0700,0.0200,мг/л,2011
504,6,100.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,СПАВ,0.0038,0.0060,0.0030,мкг/л,2011
505,12,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0026,0.0050,0.0010,мкг/л,2011
506,24,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0725,0.1700,0.0200,мг/л,2012
507,12,100.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,СПАВ,0.0093,0.0160,0.0050,мкг/л,2012
508,12,1.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,Фенолы,0.0022,0.0030,0.0010,мкг/л,2012
509,30,0.05,Лопатин,3501,Каспийское море,0,47.827100,43.800300,TPHs,0.0546,0.2000,0.0010,мг/л,2013
510,30,100.0,Лопатин,3501,Каспийское море,0,47.827100,43.800300,СПАВ,0.0318,0.0900,0.0064,мкг/л,2013
558,76,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0424,0.2500,0.0000,мг/л,1995
559,76,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0037,0.0070,0.0020,мкг/л,1995
560,20,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0345,0.0600,0.0000,мг/л,1996
561,20,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0033,0.0050,0.0020,мкг/л,1996
562,21,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0400,0.0900,0.0000,мг/л,1997
563,21,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0044,0.0090,0.0020,мкг/л,1997
564,104,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0489,0.3900,0.0000,мг/л,1998
565,104,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0039,0.0130,0.0000,мкг/л,1998
566,127,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0620,0.1800,0.0000,мг/л,1999
567,127,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0047,0.0100,0.0000,мкг/л,1999
568,132,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0305,0.1200,0.0000,мг/л,2000
569,132,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0030,0.0070,0.0000,мкг/л,2000
570,132,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0371,0.1500,0.0000,мг/л,2001
571,132,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0035,0.0080,0.0000,мкг/л,2001
572,44,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0398,0.1400,0.0000,мг/л,2002
573,44,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0037,0.0070,0.0020,мкг/л,2002
574,68,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0851,0.3100,0.0100,мг/л,2003
575,68,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0041,0.0090,0.0010,мкг/л,2003
576,88,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0438,0.1200,0.0100,мг/л,2004
577,88,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0030,0.0060,0.0010,мкг/л,2004
578,27,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0522,0.0800,0.0200,мг/л,2005
579,27,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0027,0.0050,0.0010,мкг/л,2005
580,66,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0495,0.0700,0.0200,мг/л,2006
581,66,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0031,0.0060,0.0010,мкг/л,2006
582,61,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0457,0.0700,0.0200,мг/л,2007
583,61,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0034,0.0060,0.0010,мкг/л,2007
584,44,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0489,0.0700,0.0300,мг/л,2008
585,44,100.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,СПАВ,0.0032,0.0050,0.0020,мкг/л,2008
586,100,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0579,0.1300,0.0200,мг/л,2009
587,78,100.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,СПАВ,0.0041,0.0070,0.0010,мкг/л,2009
588,100,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0035,0.0060,0.0010,мкг/л,2009
589,105,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0488,0.0700,0.0200,мг/л,2010
590,105,100.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,СПАВ,0.0038,0.0070,0.0010,мкг/л,2010
591,105,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0034,0.0060,0.0010,мкг/л,2010
592,57,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0467,0.0800,0.0200,мг/л,2011
593,38,100.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,СПАВ,0.0040,0.0070,0.0010,мкг/л,2011
594,57,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0031,0.0060,0.0000,мкг/л,2011
595,78,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0669,0.1700,0.0100,мг/л,2012
596,44,100.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,СПАВ,0.0172,0.0300,0.0000,мкг/л,2012
597,37,1.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,Фенолы,0.0041,0.0070,0.0010,мкг/л,2012
598,100,0.05,Махачкала,3504,Каспийское море,0,47.660300,43.067600,TPHs,0.0668,0.2300,0.0010,мг/л,2013
599,100,100.0,Махачкала,3504,Каспийское море,0,47.660300,43.067600,СПАВ,0.0362,0.1100,0.0074,мкг/л,2013
688,12,0.05,Разрез 2,3602,Каспийское море,0,49.964600,45.265600,TPHs,0.0900,0.1600,0.0300,мг/л,2013
689,10,100.0,Разрез 2,3602,Каспийское море,0,49.964600,45.265600,СПАВ,0.0306,0.0900,0.0090,мкг/л,2013
734,33,0.05,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,TPHs,0.0864,0.3400,0.0100,мг/л,2009
735,33,100.0,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,СПАВ,0.0430,0.0720,0.0290,мкг/л,2009
736,33,1.0,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,Фенолы,0.0020,0.0030,0.0010,мкг/л,2009
737,36,0.05,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,TPHs,0.0514,0.1300,0.0000,мг/л,2010
738,36,100.0,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,СПАВ,0.0447,0.0700,0.0100,мкг/л,2010
739,36,1.0,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,Фенолы,0.0014,0.0040,0.0000,мкг/л,2010
740,52,0.05,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,TPHs,0.0554,0.1100,0.0000,мг/л,2011
741,52,1.0,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,Фенолы,0.0011,0.0020,0.0000,мкг/л,2011
742,52,0.05,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,TPHs,0.0883,0.1900,0.0200,мг/л,2012
743,32,100.0,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,СПАВ,0.0135,0.0230,0.0070,мкг/л,2012
744,20,1.0,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,Фенолы,0.0020,0.0050,0.0010,мкг/л,2012
745,58,0.05,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,TPHs,0.0597,0.1400,0.0000,мг/л,2013
746,58,100.0,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,СПАВ,0.0618,0.1700,0.0110,мкг/л,2013
747,56,1.0,Разрез 3,3603,Каспийское море,0,48.940200,44.895500,Фенолы,0.0010,0.0020,0.0000,мкг/л,2013
792,10,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0174,0.0300,0.0000,мг/л,2000
793,12,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0029,0.0040,0.0020,мкг/л,2000
794,3,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0300,0.0300,0.0300,мг/л,2001
795,3,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0030,0.0030,0.0030,мкг/л,2001
796,6,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0183,0.0400,0.0000,мг/л,2002
797,6,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0027,0.0050,0.0010,мкг/л,2002
798,6,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0300,0.0500,0.0100,мг/л,2003
799,6,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0017,0.0030,0.0000,мкг/л,2003
800,9,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0333,0.0500,0.0200,мг/л,2004
801,9,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0017,0.0030,0.0010,мкг/л,2004
802,6,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0383,0.0600,0.0300,мг/л,2005
803,6,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0018,0.0030,0.0010,мкг/л,2005
804,6,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0383,0.0500,0.0200,мг/л,2006
805,6,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0020,0.0030,0.0010,мкг/л,2006
806,6,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0417,0.0600,0.0300,мг/л,2007
807,6,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0030,0.0040,0.0020,мкг/л,2007
808,9,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0556,0.1000,0.0300,мг/л,2008
809,9,100.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,СПАВ,0.0034,0.0050,0.0020,мкг/л,2008
810,48,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0735,0.5000,0.0100,мг/л,2009
811,45,100.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,СПАВ,0.0368,0.0880,0.0010,мкг/л,2009
812,48,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0026,0.0050,0.0010,мкг/л,2009
813,45,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0431,0.1500,0.0000,мг/л,2010
814,45,100.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,СПАВ,0.0400,0.0600,0.0100,мкг/л,2010
815,45,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0019,0.0040,0.0010,мкг/л,2010
816,82,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0726,0.1600,0.0000,мг/л,2011
817,3,100.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,СПАВ,0.0037,0.0050,0.0030,мкг/л,2011
818,82,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0011,0.0040,0.0000,мкг/л,2011
819,72,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0925,0.2100,0.0100,мг/л,2012
820,44,100.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,СПАВ,0.0121,0.0270,0.0000,мкг/л,2012
821,22,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0020,0.0050,0.0010,мкг/л,2012
822,79,0.05,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,TPHs,0.0576,0.2200,0.0000,мг/л,2013
823,79,100.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,СПАВ,0.0581,0.1920,0.0050,мкг/л,2013
824,64,1.0,Разрез 3а,3633,Каспийское море,0,48.002200,44.484100,Фенолы,0.0012,0.0040,0.0000,мкг/л,2013
869,19,0.05,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,TPHs,0.0926,0.3400,0.0100,мг/л,2009
870,19,100.0,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,СПАВ,0.0447,0.0810,0.0290,мкг/л,2009
871,19,1.0,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,Фенолы,0.0023,0.0050,0.0010,мкг/л,2009
872,22,0.05,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,TPHs,0.0509,0.1300,0.0000,мг/л,2010
873,22,100.0,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,СПАВ,0.0400,0.0700,0.0100,мкг/л,2010
874,22,1.0,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,Фенолы,0.0015,0.0040,0.0000,мкг/л,2010
875,34,0.05,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,TPHs,0.0629,0.1200,0.0000,мг/л,2011
876,34,1.0,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,Фенолы,0.0010,0.0020,0.0000,мкг/л,2011
877,32,0.05,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,TPHs,0.0916,0.2100,0.0200,мг/л,2012
878,20,100.0,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,СПАВ,0.0135,0.0230,0.0050,мкг/л,2012
879,12,1.0,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,Фенолы,0.0018,0.0030,0.0010,мкг/л,2012
880,96,0.05,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,TPHs,0.0779,0.2200,0.0000,мг/л,2013
881,84,100.0,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,СПАВ,0.0544,0.2700,0.0060,мкг/л,2013
882,36,1.0,Сев.Каспий,3201,Каспийское море,0,50.515700,45.856400,Фенолы,0.0010,0.0020,0.0000,мкг/л,2013
930,36,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0289,0.0700,0.0000,мг/л,1995
931,36,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0033,0.0070,0.0010,мкг/л,1995
932,6,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0400,0.0700,0.0200,мг/л,1996
933,6,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0040,0.0050,0.0030,мкг/л,1996
934,11,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0536,0.1500,0.0000,мг/л,1997
935,11,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0051,0.0080,0.0030,мкг/л,1997
936,50,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0334,0.0900,0.0000,мг/л,1998
937,50,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0041,0.0100,0.0010,мкг/л,1998
938,60,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0765,0.2100,0.0000,мг/л,1999
939,60,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0047,0.0100,0.0020,мкг/л,1999
940,60,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0335,0.1400,0.0000,мг/л,2000
941,60,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0028,0.0070,0.0000,мкг/л,2000
942,60,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0360,0.1400,0.0000,мг/л,2001
943,60,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0031,0.0060,0.0000,мкг/л,2001
944,20,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0345,0.0600,0.0000,мг/л,2002
945,20,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0036,0.0050,0.0020,мкг/л,2002
946,60,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0465,0.2500,0.0000,мг/л,2003
947,60,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0038,0.0080,0.0010,мкг/л,2003
948,50,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0368,0.0800,0.0000,мг/л,2004
949,50,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0031,0.0060,0.0010,мкг/л,2004
950,40,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0405,0.0600,0.0200,мг/л,2005
951,40,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0030,0.0050,0.0010,мкг/л,2005
952,30,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0413,0.0600,0.0100,мг/л,2006
953,30,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0030,0.0050,0.0010,мкг/л,2006
954,40,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0463,0.0700,0.0200,мг/л,2007
955,40,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0035,0.0060,0.0010,мкг/л,2007
956,40,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0493,0.0800,0.0200,мг/л,2008
957,40,100.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,СПАВ,0.0036,0.0080,0.0010,мкг/л,2008
958,40,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0478,0.0700,0.0300,мг/л,2009
959,30,100.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,СПАВ,0.0036,0.0060,0.0010,мкг/л,2009
960,40,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0028,0.0040,0.0010,мкг/л,2009
961,50,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0460,0.0600,0.0300,мг/л,2010
962,50,100.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,СПАВ,0.0042,0.0070,0.0010,мкг/л,2010
963,50,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0028,0.0050,0.0010,мкг/л,2010
964,26,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0396,0.0700,0.0200,мг/л,2011
965,13,100.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,СПАВ,0.0041,0.0070,0.0010,мкг/л,2011
966,26,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0026,0.0050,0.0010,мкг/л,2011
967,49,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0549,0.1600,0.0000,мг/л,2012
968,29,100.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,СПАВ,0.0092,0.0170,0.0030,мкг/л,2012
969,23,1.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,Фенолы,0.0027,0.0050,0.0010,мкг/л,2012
970,59,0.05,Сулак,3503,Каспийское море,0,47.637300,43.291400,TPHs,0.0640,0.2000,0.0010,мг/л,2013
971,59,100.0,Сулак,3503,Каспийское море,0,47.637300,43.291400,СПАВ,0.0318,0.0900,0.0054,мкг/л,2013
1019,36,0.05,Терек,3502,Каспийское море,0,47.658700,43.557500,TPHs,0.0356,0.1000,0.0000,мг/л,1995
1020,35,1.0,Терек,3502,Каспийское море,0,47.658700,43.557500,Фенолы,0.0040,0.0080,0.0020,мкг/л,1995
1021,6,0.05,Терек,3502,Каспийское море,0,47.658700,43.557500,TPHs,0.0333,0.0500,0.0100,мг/л,1996
1022,6,1.0,Терек,3502,Каспийское море,0,47.658700,43.557500,Фенолы,0.0037,0.0050,0.0020,мкг/л,1996
1023,11,0.05,Терек,3502,Каспийское море,0,47.658700,43.557500,TPHs,0.1464,0.3500,0.0400,мг/л,1997
1024,11,1.0,Терек,3502,Каспийское море,0,47.658700,43.557500,Фенолы,0.0095,0.0140,0.0030,мкг/л,1997
1025,50,0.05,Терек,3502,Каспийское море,0,47.658700,43.557500,TPHs,0.1210,0.4100,0.0000,мг/л,1998
1026,50,1.0,Терек,3502,Каспийское море,0,47.658700,43.557500,Фенолы,0.0060,0.0150,0.0020,мкг/л,1998
